REF_DATE,GEO,DGUID,Airlines,Services,Operational statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2015-03,Canada,2016A000011124,Air Canada,Total services,Goods carried,Kilograms,192,thousands,3,v54055425,1.1.1.5,26288,,,,0
2015-03,Canada,2016A000011124,Air Canada,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055426,1.1.1.6,158007,,,,0
2015-03,Canada,2016A000011124,Air Canada,Total services,Hours flown,Number,223,thousands,3,v54055427,1.1.1.7,72,,,,0
2015-03,Canada,2016A000011124,Air Canada,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055428,1.1.1.8,326424,,,,0
2015-03,Canada,2016A000011124,Air Canada,Total scheduled services,Passengers,Number,223,thousands,3,v54055429,1.1.2.1,2437,,,,0
2015-03,Canada,2016A000011124,Air Canada,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055430,1.1.2.2,8120040,,,,0
2015-03,Canada,2016A000011124,Air Canada,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055431,1.1.2.3,9666013,,,,0
2015-03,Canada,2016A000011124,Air Canada,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055432,1.1.2.4,84,,,,1
2015-03,Canada,2016A000011124,Air Canada,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055433,1.1.2.5,26288,,,,0
2015-03,Canada,2016A000011124,Air Canada,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055434,1.1.2.6,158007,,,,0
2015-03,Canada,2016A000011124,Air Canada,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055435,1.1.3.3,2076229,,,,0
2015-03,Canada,2016A000011124,Air Canada,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055436,1.1.4.3,7589784,,,,0
2015-03,Canada,2016A000011124,Air Canada,Total charter services,Passengers,Number,223,thousands,3,v54055437,1.1.5.1,3,,,,0
2015-03,Canada,2016A000011124,Air Canada,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055438,1.1.5.2,5578,,,,0
2015-03,Canada,2016A000011124,Air Canada,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055439,1.1.5.3,8195,,,,0
2015-03,Canada,2016A000011124,Air Canada,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055440,1.1.5.5,0,,,,0
2015-03,Canada,2016A000011124,Air Canada,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055441,1.1.5.6,0,,,,0
2015-03,Canada,2016A000011124,WestJet,Total services,Passengers,Number,223,thousands,3,v54055442,1.2.1.1,1714,,,,0
2015-03,Canada,2016A000011124,WestJet,Total services,Passenger-kilometres,Number,223,thousands,3,v54055443,1.2.1.2,3105337,,,,0
2015-03,Canada,2016A000011124,WestJet,Total services,Available seat-kilometres,Number,223,thousands,3,v54055444,1.2.1.3,3818691,,,,0
2015-03,Canada,2016A000011124,WestJet,Total services,Goods carried,Kilograms,192,thousands,3,v54055445,1.2.1.5,667,,,,0
2015-03,Canada,2016A000011124,WestJet,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055446,1.2.1.6,1724,,,,0
2015-03,Canada,2016A000011124,WestJet,Total services,Hours flown,Number,223,thousands,3,v54055447,1.2.1.7,43,,,,0
2015-03,Canada,2016A000011124,WestJet,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055448,1.2.1.8,111808,,,,0
2015-03,Canada,2016A000011124,WestJet,Total scheduled services,Passengers,Number,223,thousands,3,v54055449,1.2.2.1,1712,,,,0
2015-03,Canada,2016A000011124,WestJet,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055450,1.2.2.2,3104020,,,,0
2015-03,Canada,2016A000011124,WestJet,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055451,1.2.2.3,3817374,,,,0
2015-03,Canada,2016A000011124,WestJet,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055452,1.2.2.4,81.3,,,,1
2015-03,Canada,2016A000011124,WestJet,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055453,1.2.2.5,667,,,,0
2015-03,Canada,2016A000011124,WestJet,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055454,1.2.2.6,1724,,,,0
2015-03,Canada,2016A000011124,WestJet,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055455,1.2.3.3,1570832,,,,0
2015-03,Canada,2016A000011124,WestJet,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055456,1.2.4.3,2246541,,,,0
2015-03,Canada,2016A000011124,WestJet,Total charter services,Passengers,Number,223,thousands,3,v54055457,1.2.5.1,1,,,,0
2015-03,Canada,2016A000011124,WestJet,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055458,1.2.5.2,1317,,,,0
2015-03,Canada,2016A000011124,WestJet,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055459,1.2.5.3,1317,,,,0
2015-03,Canada,2016A000011124,WestJet,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055460,1.2.5.5,0,,,,0
2015-03,Canada,2016A000011124,WestJet,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055461,1.2.5.6,0,,,,0
2015-04,Canada,2016A000011124,Air Canada,Total services,Passengers,Number,223,thousands,3,v54055422,1.1.1.1,2251,,,,0
2015-04,Canada,2016A000011124,Air Canada,Total services,Passenger-kilometres,Number,223,thousands,3,v54055423,1.1.1.2,7527554,,,,0
2015-04,Canada,2016A000011124,Air Canada,Total services,Available seat-kilometres,Number,223,thousands,3,v54055424,1.1.1.3,8966888,,,,0
2015-04,Canada,2016A000011124,Air Canada,Total services,Goods carried,Kilograms,192,thousands,3,v54055425,1.1.1.5,22652,,,,0
2015-04,Canada,2016A000011124,Air Canada,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055426,1.1.1.6,139972,,,,0
2015-04,Canada,2016A000011124,Air Canada,Total services,Hours flown,Number,223,thousands,3,v54055427,1.1.1.7,66,,,,0
2015-04,Canada,2016A000011124,Air Canada,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055428,1.1.1.8,301753,,,,0
2015-04,Canada,2016A000011124,Air Canada,Total scheduled services,Passengers,Number,223,thousands,3,v54055429,1.1.2.1,2249,,,,0
2015-04,Canada,2016A000011124,Air Canada,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055430,1.1.2.2,7525598,,,,0
2015-04,Canada,2016A000011124,Air Canada,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055431,1.1.2.3,8964122,,,,0
2015-04,Canada,2016A000011124,Air Canada,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055432,1.1.2.4,84,,,,1
2015-04,Canada,2016A000011124,Air Canada,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055433,1.1.2.5,22652,,,,0
2015-04,Canada,2016A000011124,Air Canada,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055434,1.1.2.6,139972,,,,0
2015-04,Canada,2016A000011124,Air Canada,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055435,1.1.3.3,2020002,,,,0
2015-04,Canada,2016A000011124,Air Canada,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055436,1.1.4.3,6944120,,,,0
2015-04,Canada,2016A000011124,Air Canada,Total charter services,Passengers,Number,223,thousands,3,v54055437,1.1.5.1,2,,,,0
2015-04,Canada,2016A000011124,Air Canada,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055438,1.1.5.2,1955,,,,0
2015-04,Canada,2016A000011124,Air Canada,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055439,1.1.5.3,2766,,,,0
2015-04,Canada,2016A000011124,Air Canada,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055440,1.1.5.5,0,,,,0
2015-04,Canada,2016A000011124,Air Canada,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055441,1.1.5.6,0,,,,0
2015-04,Canada,2016A000011124,WestJet,Total services,Passengers,Number,223,thousands,3,v54055442,1.2.1.1,1655,,,,0
2015-04,Canada,2016A000011124,WestJet,Total services,Passenger-kilometres,Number,223,thousands,3,v54055443,1.2.1.2,2943558,,,,0
2015-04,Canada,2016A000011124,WestJet,Total services,Available seat-kilometres,Number,223,thousands,3,v54055444,1.2.1.3,3669595,,,,0
2015-04,Canada,2016A000011124,WestJet,Total services,Goods carried,Kilograms,192,thousands,3,v54055445,1.2.1.5,707,,,,0
2015-04,Canada,2016A000011124,WestJet,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055446,1.2.1.6,1734,,,,0
2015-04,Canada,2016A000011124,WestJet,Total services,Hours flown,Number,223,thousands,3,v54055447,1.2.1.7,41,,,,0
2015-04,Canada,2016A000011124,WestJet,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055448,1.2.1.8,106498,,,,0
2015-04,Canada,2016A000011124,WestJet,Total scheduled services,Passengers,Number,223,thousands,3,v54055449,1.2.2.1,1655,,,,0
2015-04,Canada,2016A000011124,WestJet,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055450,1.2.2.2,2943558,,,,0
2015-04,Canada,2016A000011124,WestJet,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055451,1.2.2.3,3669595,,,,0
2015-04,Canada,2016A000011124,WestJet,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055452,1.2.2.4,80.2,,,,1
2015-04,Canada,2016A000011124,WestJet,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055453,1.2.2.5,707,,,,0
2015-04,Canada,2016A000011124,WestJet,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055454,1.2.2.6,1734,,,,0
2015-04,Canada,2016A000011124,WestJet,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055455,1.2.3.3,1545565,,,,0
2015-04,Canada,2016A000011124,WestJet,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055456,1.2.4.3,2124030,,,,0
2015-04,Canada,2016A000011124,WestJet,Total charter services,Passengers,Number,223,thousands,3,v54055457,1.2.5.1,0,,,,0
2015-04,Canada,2016A000011124,WestJet,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055458,1.2.5.2,0,,,,0
2015-04,Canada,2016A000011124,WestJet,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055459,1.2.5.3,0,,,,0
2015-04,Canada,2016A000011124,WestJet,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055460,1.2.5.5,0,,,,0
2015-04,Canada,2016A000011124,WestJet,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055461,1.2.5.6,0,,,,0
2015-05,Canada,2016A000011124,Air Canada,Total services,Passengers,Number,223,thousands,3,v54055422,1.1.1.1,2265,,,,0
2015-05,Canada,2016A000011124,Air Canada,Total services,Passenger-kilometres,Number,223,thousands,3,v54055423,1.1.1.2,8204384,,,,0
2015-05,Canada,2016A000011124,Air Canada,Total services,Available seat-kilometres,Number,223,thousands,3,v54055424,1.1.1.3,9872246,,,,0
2015-05,Canada,2016A000011124,Air Canada,Total services,Goods carried,Kilograms,192,thousands,3,v54055425,1.1.1.5,21715,,,,0
2015-05,Canada,2016A000011124,Air Canada,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055426,1.1.1.6,138390,,,,0
2015-05,Canada,2016A000011124,Air Canada,Total services,Hours flown,Number,223,thousands,3,v54055427,1.1.1.7,70,,,,0
2015-05,Canada,2016A000011124,Air Canada,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055428,1.1.1.8,325977,,,,0
2015-05,Canada,2016A000011124,Air Canada,Total scheduled services,Passengers,Number,223,thousands,3,v54055429,1.1.2.1,2264,,,,0
2015-05,Canada,2016A000011124,Air Canada,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055430,1.1.2.2,8203515,,,,0
2015-05,Canada,2016A000011124,Air Canada,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055431,1.1.2.3,9871291,,,,0
2015-05,Canada,2016A000011124,Air Canada,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055432,1.1.2.4,83.1,,,,1
2015-05,Canada,2016A000011124,Air Canada,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055433,1.1.2.5,21715,,,,0
2015-05,Canada,2016A000011124,Air Canada,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055434,1.1.2.6,138390,,,,0
2015-05,Canada,2016A000011124,Air Canada,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055435,1.1.3.3,2345667,,,,0
2015-05,Canada,2016A000011124,Air Canada,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055436,1.1.4.3,7525624,,,,0
2015-05,Canada,2016A000011124,Air Canada,Total charter services,Passengers,Number,223,thousands,3,v54055437,1.1.5.1,1,,,,0
2015-05,Canada,2016A000011124,Air Canada,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055438,1.1.5.2,869,,,,0
2015-05,Canada,2016A000011124,Air Canada,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055439,1.1.5.3,954,,,,0
2015-05,Canada,2016A000011124,Air Canada,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055440,1.1.5.5,0,,,,0
2015-05,Canada,2016A000011124,Air Canada,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055441,1.1.5.6,0,,,,0
2015-05,Canada,2016A000011124,WestJet,Total services,Passengers,Number,223,thousands,3,v54055442,1.2.1.1,1649,,,,0
2015-05,Canada,2016A000011124,WestJet,Total services,Passenger-kilometres,Number,223,thousands,3,v54055443,1.2.1.2,2717347,,,,0
2015-05,Canada,2016A000011124,WestJet,Total services,Available seat-kilometres,Number,223,thousands,3,v54055444,1.2.1.3,3519830,,,,0
2015-05,Canada,2016A000011124,WestJet,Total services,Goods carried,Kilograms,192,thousands,3,v54055445,1.2.1.5,752,,,,0
2015-05,Canada,2016A000011124,WestJet,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055446,1.2.1.6,1925,,,,0
2015-05,Canada,2016A000011124,WestJet,Total services,Hours flown,Number,223,thousands,3,v54055447,1.2.1.7,41,,,,0
2015-05,Canada,2016A000011124,WestJet,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055448,1.2.1.8,102129,,,,0
2015-05,Canada,2016A000011124,WestJet,Total scheduled services,Passengers,Number,223,thousands,3,v54055449,1.2.2.1,1649,,,,0
2015-05,Canada,2016A000011124,WestJet,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055450,1.2.2.2,2717347,,,,0
2015-05,Canada,2016A000011124,WestJet,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055451,1.2.2.3,3519830,,,,0
2015-05,Canada,2016A000011124,WestJet,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055452,1.2.2.4,77.2,,,,1
2015-05,Canada,2016A000011124,WestJet,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055453,1.2.2.5,752,,,,0
2015-05,Canada,2016A000011124,WestJet,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055454,1.2.2.6,1925,,,,0
2015-05,Canada,2016A000011124,WestJet,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055455,1.2.3.3,2260073,,,,0
2015-05,Canada,2016A000011124,WestJet,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055456,1.2.4.3,1259757,,,,0
2015-05,Canada,2016A000011124,WestJet,Total charter services,Passengers,Number,223,thousands,3,v54055457,1.2.5.1,0,,,,0
2015-05,Canada,2016A000011124,WestJet,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055458,1.2.5.2,0,,,,0
2015-05,Canada,2016A000011124,WestJet,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055459,1.2.5.3,0,,,,0
2015-05,Canada,2016A000011124,WestJet,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055460,1.2.5.5,0,,,,0
2015-05,Canada,2016A000011124,WestJet,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055461,1.2.5.6,0,,,,0
2015-06,Canada,2016A000011124,Air Canada,Total services,Passengers,Number,223,thousands,3,v54055422,1.1.1.1,2459,,,,0
2015-06,Canada,2016A000011124,Air Canada,Total services,Passenger-kilometres,Number,223,thousands,3,v54055423,1.1.1.2,9205425,,,,0
2015-06,Canada,2016A000011124,Air Canada,Total services,Available seat-kilometres,Number,223,thousands,3,v54055424,1.1.1.3,10675033,,,,0
2015-06,Canada,2016A000011124,Air Canada,Total services,Goods carried,Kilograms,192,thousands,3,v54055425,1.1.1.5,21071,,,,0
2015-06,Canada,2016A000011124,Air Canada,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055426,1.1.1.6,136531,,,,0
2015-06,Canada,2016A000011124,Air Canada,Total services,Hours flown,Number,223,thousands,3,v54055427,1.1.1.7,76,,,,0
2015-06,Canada,2016A000011124,Air Canada,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055428,1.1.1.8,349920,,,,0
2015-06,Canada,2016A000011124,Air Canada,Total scheduled services,Passengers,Number,223,thousands,3,v54055429,1.1.2.1,2459,,,,0
2015-06,Canada,2016A000011124,Air Canada,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055430,1.1.2.2,9205156,,,,0
2015-06,Canada,2016A000011124,Air Canada,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055431,1.1.2.3,10674386,,,,0
2015-06,Canada,2016A000011124,Air Canada,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055432,1.1.2.4,86.2,,,,1
2015-06,Canada,2016A000011124,Air Canada,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055433,1.1.2.5,21071,,,,0
2015-06,Canada,2016A000011124,Air Canada,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055434,1.1.2.6,136531,,,,0
2015-06,Canada,2016A000011124,Air Canada,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055435,1.1.3.3,2537094,,,,0
2015-06,Canada,2016A000011124,Air Canada,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055436,1.1.4.3,8137292,,,,0
2015-06,Canada,2016A000011124,Air Canada,Total charter services,Passengers,Number,223,thousands,3,v54055437,1.1.5.1,0,,,,0
2015-06,Canada,2016A000011124,Air Canada,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055438,1.1.5.2,269,,,,0
2015-06,Canada,2016A000011124,Air Canada,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055439,1.1.5.3,647,,,,0
2015-06,Canada,2016A000011124,Air Canada,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055440,1.1.5.5,0,,,,0
2015-06,Canada,2016A000011124,Air Canada,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055441,1.1.5.6,0,,,,0
2015-06,Canada,2016A000011124,WestJet,Total services,Passengers,Number,223,thousands,3,v54055442,1.2.1.1,1653,,,,0
2015-06,Canada,2016A000011124,WestJet,Total services,Passenger-kilometres,Number,223,thousands,3,v54055443,1.2.1.2,2706600,,,,0
2015-06,Canada,2016A000011124,WestJet,Total services,Available seat-kilometres,Number,223,thousands,3,v54055444,1.2.1.3,3520167,,,,0
2015-06,Canada,2016A000011124,WestJet,Total services,Goods carried,Kilograms,192,thousands,3,v54055445,1.2.1.5,748,,,,0
2015-06,Canada,2016A000011124,WestJet,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055446,1.2.1.6,1923,,,,0
2015-06,Canada,2016A000011124,WestJet,Total services,Hours flown,Number,223,thousands,3,v54055447,1.2.1.7,41,,,,0
2015-06,Canada,2016A000011124,WestJet,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055448,1.2.1.8,102320,,,,0
2015-06,Canada,2016A000011124,WestJet,Total scheduled services,Passengers,Number,223,thousands,3,v54055449,1.2.2.1,1649,,,,0
2015-06,Canada,2016A000011124,WestJet,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055450,1.2.2.2,2699137,,,,0
2015-06,Canada,2016A000011124,WestJet,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055451,1.2.2.3,3512704,,,,0
2015-06,Canada,2016A000011124,WestJet,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055452,1.2.2.4,76.8,,,,1
2015-06,Canada,2016A000011124,WestJet,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055453,1.2.2.5,748,,,,0
2015-06,Canada,2016A000011124,WestJet,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055454,1.2.2.6,1923,,,,0
2015-06,Canada,2016A000011124,WestJet,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055455,1.2.3.3,2429866,,,,0
2015-06,Canada,2016A000011124,WestJet,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055456,1.2.4.3,1082838,,,,0
2015-06,Canada,2016A000011124,WestJet,Total charter services,Passengers,Number,223,thousands,3,v54055457,1.2.5.1,4,,,,0
2015-06,Canada,2016A000011124,WestJet,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055458,1.2.5.2,7463,,,,0
2015-06,Canada,2016A000011124,WestJet,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055459,1.2.5.3,7463,,,,0
2015-06,Canada,2016A000011124,WestJet,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055460,1.2.5.5,0,,,,0
2015-06,Canada,2016A000011124,WestJet,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055461,1.2.5.6,0,,,,0
2015-07,Canada,2016A000011124,Air Canada,Total services,Passengers,Number,223,thousands,3,v54055422,1.1.1.1,2819,,,,0
2015-07,Canada,2016A000011124,Air Canada,Total services,Passenger-kilometres,Number,223,thousands,3,v54055423,1.1.1.2,10503800,,,,0
2015-07,Canada,2016A000011124,Air Canada,Total services,Available seat-kilometres,Number,223,thousands,3,v54055424,1.1.1.3,11925027,,,,0
2015-07,Canada,2016A000011124,Air Canada,Total services,Goods carried,Kilograms,192,thousands,3,v54055425,1.1.1.5,21972,,,,0
2015-07,Canada,2016A000011124,Air Canada,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055426,1.1.1.6,143257,,,,0
2015-07,Canada,2016A000011124,Air Canada,Total services,Hours flown,Number,223,thousands,3,v54055427,1.1.1.7,85,,,,0
2015-07,Canada,2016A000011124,Air Canada,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055428,1.1.1.8,392763,,,,0
2015-07,Canada,2016A000011124,Air Canada,Total scheduled services,Passengers,Number,223,thousands,3,v54055429,1.1.2.1,2819,,,,0
2015-07,Canada,2016A000011124,Air Canada,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055430,1.1.2.2,10503277,,,,0
2015-07,Canada,2016A000011124,Air Canada,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055431,1.1.2.3,11923449,,,,0
2015-07,Canada,2016A000011124,Air Canada,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055432,1.1.2.4,88.1,,,,1
2015-07,Canada,2016A000011124,Air Canada,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055433,1.1.2.5,21972,,,,0
2015-07,Canada,2016A000011124,Air Canada,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055434,1.1.2.6,143257,,,,0
2015-07,Canada,2016A000011124,Air Canada,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055435,1.1.3.3,2972260,,,,0
2015-07,Canada,2016A000011124,Air Canada,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055436,1.1.4.3,8951189,,,,0
2015-07,Canada,2016A000011124,Air Canada,Total charter services,Passengers,Number,223,thousands,3,v54055437,1.1.5.1,0,,,,0
2015-07,Canada,2016A000011124,Air Canada,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055438,1.1.5.2,523,,,,0
2015-07,Canada,2016A000011124,Air Canada,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055439,1.1.5.3,1577,,,,0
2015-07,Canada,2016A000011124,Air Canada,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055440,1.1.5.5,0,,,,0
2015-07,Canada,2016A000011124,Air Canada,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055441,1.1.5.6,0,,,,0
2015-07,Canada,2016A000011124,WestJet,Total services,Passengers,Number,223,thousands,3,v54055442,1.2.1.1,1912,,,,0
2015-07,Canada,2016A000011124,WestJet,Total services,Passenger-kilometres,Number,223,thousands,3,v54055443,1.2.1.2,3163391,,,,0
2015-07,Canada,2016A000011124,WestJet,Total services,Available seat-kilometres,Number,223,thousands,3,v54055444,1.2.1.3,3820001,,,,0
2015-07,Canada,2016A000011124,WestJet,Total services,Goods carried,Kilograms,192,thousands,3,v54055445,1.2.1.5,698,,,,0
2015-07,Canada,2016A000011124,WestJet,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055446,1.2.1.6,1721,,,,0
2015-07,Canada,2016A000011124,WestJet,Total services,Hours flown,Number,223,thousands,3,v54055447,1.2.1.7,44,,,,0
2015-07,Canada,2016A000011124,WestJet,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055448,1.2.1.8,111082,,,,0
2015-07,Canada,2016A000011124,WestJet,Total scheduled services,Passengers,Number,223,thousands,3,v54055449,1.2.2.1,1909,,,,0
2015-07,Canada,2016A000011124,WestJet,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055450,1.2.2.2,3157108,,,,0
2015-07,Canada,2016A000011124,WestJet,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055451,1.2.2.3,3813718,,,,0
2015-07,Canada,2016A000011124,WestJet,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055452,1.2.2.4,82.8,,,,1
2015-07,Canada,2016A000011124,WestJet,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055453,1.2.2.5,698,,,,0
2015-07,Canada,2016A000011124,WestJet,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055454,1.2.2.6,1721,,,,0
2015-07,Canada,2016A000011124,WestJet,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055455,1.2.3.3,2685720,,,,0
2015-07,Canada,2016A000011124,WestJet,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055456,1.2.4.3,1127998,,,,0
2015-07,Canada,2016A000011124,WestJet,Total charter services,Passengers,Number,223,thousands,3,v54055457,1.2.5.1,4,,,,0
2015-07,Canada,2016A000011124,WestJet,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055458,1.2.5.2,6283,,,,0
2015-07,Canada,2016A000011124,WestJet,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055459,1.2.5.3,6283,,,,0
2015-07,Canada,2016A000011124,WestJet,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055460,1.2.5.5,0,,,,0
2015-07,Canada,2016A000011124,WestJet,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055461,1.2.5.6,0,,,,0
2015-08,Canada,2016A000011124,Air Canada,Total services,Passengers,Number,223,thousands,3,v54055422,1.1.1.1,2961,,,,0
2015-08,Canada,2016A000011124,Air Canada,Total services,Passenger-kilometres,Number,223,thousands,3,v54055423,1.1.1.2,10935454,,,,0
2015-08,Canada,2016A000011124,Air Canada,Total services,Available seat-kilometres,Number,223,thousands,3,v54055424,1.1.1.3,12076270,,,,0
2015-08,Canada,2016A000011124,Air Canada,Total services,Goods carried,Kilograms,192,thousands,3,v54055425,1.1.1.5,20680,,,,0
